rank,symbol,company_name,market_cap,stock_price_cad,percent_change,revenue,exchange,source_url,yahoo_symbol,sector,industry,long_name,quote_type,lookup_status
286,SII,Sprott Inc.,4.59B,177.75,-0.14%,390.88M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SII.TO,Financial Services,Asset Management,Sprott Inc.,EQUITY,success
287,BYD,Boyd Group Services Inc.,4.59B,165.85,0.61%,4.31B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BYD.TO,Consumer Cyclical,Auto & Truck Dealerships,Boyd Group Services Inc.,EQUITY,success
288,PPTA,Perpetua Resources Corp.,4.59B,37.37,1.91%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PPTA.TO,Basic Materials,Other Precious Metals & Mining,Perpetua Resources Corp.,EQUITY,success
289,EFX,Enerflex Ltd.,4.56B,37.51,0.40%,3.53B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EFX.TO,Energy,Oil & Gas Equipment & Services,Enerflex Ltd.,EQUITY,success
290,CG,Centerra Gold Inc.,4.51B,22.93,0.88%,2.19B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CG.TO,Basic Materials,Gold,Centerra Gold Inc.,EQUITY,success
291,POU,Paramount Resources Ltd.,4.51B,30.98,-0.35%,965.70M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,POU.TO,Energy,Oil & Gas E&P,Paramount Resources Ltd.,EQUITY,success
292,BB,BlackBerry Limited,4.48B,7.75,1.71%,748.79M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BB.TO,Technology,Software - Infrastructure,BlackBerry Limited,EQUITY,success
293,SJ,Stella-Jones Inc.,4.44B,81.58,0.16%,3.49B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SJ.TO,Basic Materials,Lumber & Wood Production,Stella-Jones Inc.,EQUITY,success
294,PBH,Premium Brands Holdings Corporation,4.33B,82.55,-0.82%,7.48B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PBH.TO,Consumer Defensive,Packaged Foods,Premium Brands Holdings Corporation,EQUITY,success
295,EQB,EQB Inc.,4.31B,122.24,0.81%,1.09B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EQB.TO,Financial Services,Banks - Regional,EQB Inc.,EQUITY,success
296,ATS,ATS Corporation,4.29B,45.68,4.44%,2.80B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ATS.TO,Industrials,Specialty Industrial Machinery,ATS Corporation,EQUITY,success
297,PDI,Predictive Discovery Limited,4.27B,0.86,-7.53%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PDI.TO,Basic Materials,Gold,Predictive Discovery Limited,EQUITY,success
298,IPCO,International Petroleum Corporation,4.25B,37.43,-0.64%,934.42M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,IPCO.TO,Energy,Oil & Gas E&P,International Petroleum Corporation,EQUITY,success
299,CRT.UN,CT Real Estate Investment Trust,4.16B,17.51,0.17%,604.25M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CRT-UN.TO,Real Estate,REIT - Retail,CT Real Estate Investment Trust,EQUITY,success
300,SEA,Seabridge Gold Inc.,4.12B,38.47,0.26%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SEA.TO,Basic Materials,Gold,Seabridge Gold Inc.,EQUITY,success
301,SRU.UN,SmartCentres Real Estate Investment Trust,4.10B,28.4,0.21%,935.00M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SRU-UN.TO,Real Estate,REIT - Retail,SmartCentres Real Estate Investment Trust,EQUITY,success
302,KXS,Kinaxis Inc.,4.00B,141.98,-1.88%,751.41M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,KXS.TO,Technology,Software - Application,Kinaxis Inc.,EQUITY,success
303,CEU,CES Energy Solutions Corp.,3.99B,19,0.42%,2.49B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CEU.TO,Energy,Oil & Gas Equipment & Services,CES Energy Solutions Corp.,EQUITY,success
304,FVI,Fortuna Mining Corp.,3.82B,12.64,0.88%,1.30B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FVI.TO,Basic Materials,Gold,Fortuna Mining Corp.,EQUITY,success
305,BLX,Boralex Inc.,3.78B,36.84,0.27%,849.00M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BLX.TO,Utilities,Utilities - Renewable,Boralex Inc.,EQUITY,success
306,ARE,Aecon Group Inc.,3.73B,55.17,1.29%,5.63B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ARE.TO,Industrials,Engineering & Construction,Aecon Group Inc.,EQUITY,success
307,EDR,Endeavour Silver Corp.,3.66B,11.93,-3.56%,641.00M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EDR.TO,Basic Materials,Silver,Endeavour Silver Corp.,EQUITY,success
308,SVM,Silvercorp Metals Inc.,3.66B,16.62,0.24%,501.68M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SVM.TO,Basic Materials,Silver,Silvercorp Metals Inc.,EQUITY,success
309,HPS.A,Hammond Power Solutions Inc.,3.50B,296,0.68%,898.26M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,HPS-A.TO,Industrials,Electrical Equipment & Parts,Hammond Power Solutions Inc.,EQUITY,success
310,CURA,"Curaleaf Holdings, Inc.",3.48B,4.55,2.25%,1.74B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CURA.TO,Healthcare,Drug Manufacturers - Specialty & Generic,"Curaleaf Holdings, Inc.",EQUITY,success
311,MFI,Maple Leaf Foods Inc.,3.48B,27.98,0.11%,3.91B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MFI.TO,Consumer Defensive,Packaged Foods,Maple Leaf Foods Inc.,EQUITY,success
312,ERO,Ero Copper Corp.,3.48B,35.05,5.10%,1.08B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ERO.TO,Basic Materials,Copper,Ero Copper Corp.,EQUITY,success
313,AYA,Aya Gold & Silver Inc.,3.47B,24.08,-0.78%,277.11M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AYA.TO,Basic Materials,Silver,Aya Gold & Silver Inc.,EQUITY,success
314,WDO,Wesdome Gold Mines Ltd.,3.44B,23.75,2.46%,914.33M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,WDO.TO,Basic Materials,Gold,Wesdome Gold Mines Ltd.,EQUITY,success
315,TKO,Taseko Mines Limited,3.42B,9.39,0.43%,672.90M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TKO.TO,Basic Materials,Copper,Taseko Mines Limited,EQUITY,success
316,FIH.U,Fairfax India Holdings Corporation,3.26B,17.51,-1.90%,873.15M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FIH-U.TO,Financial Services,Asset Management,Fairfax India Holdings Corporation,EQUITY,success
317,BEI.UN,Boardwalk Real Estate Investment Trust,3.19B,67.02,0.65%,635.95M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BEI-UN.TO,Real Estate,REIT - Residential,Boardwalk Real Estate Investment Trust,EQUITY,success
318,VNP,5N Plus Inc.,3.19B,35.12,-0.90%,536.19M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,VNP.TO,Basic Materials,Specialty Chemicals,5N Plus Inc.,EQUITY,success
319,CRR.UN,Crombie Real Estate Investment Trust,3.18B,17.12,0.94%,498.18M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CRR-UN.TO,Real Estate,REIT - Diversified,Crombie Real Estate Investment Trust,EQUITY,success
320,HWX,Headwater Exploration Inc.,3.15B,13.16,-0.75%,522.68M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,HWX.TO,Energy,Oil & Gas E&P,Headwater Exploration Inc.,EQUITY,success
321,BDT,Bird Construction Inc.,3.02B,55.14,1.11%,3.40B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BDT.TO,Industrials,Engineering & Construction,Bird Construction Inc.,EQUITY,success
322,FRU,Freehold Royalties Ltd.,2.92B,17.81,0.17%,313.46M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FRU.TO,Energy,Oil & Gas E&P,Freehold Royalties Ltd.,EQUITY,success
323,RUS,Russel Metals Inc.,2.91B,53.18,0.26%,4.64B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,RUS.TO,Industrials,Industrial Distribution,Russel Metals Inc.,EQUITY,success
324,TVK,TerraVest Industries Inc.,2.86B,130.47,-1.17%,1.54B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TVK.TO,Energy,Oil & Gas Equipment & Services,TerraVest Industries Inc.,EQUITY,success
325,EXE,Extendicare Inc.,2.86B,30.48,0.59%,1.66B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EXE.TO,Healthcare,Medical Care Facilities,Extendicare Inc.,EQUITY,success
326,ALS,Altius Minerals Corporation,2.84B,51.24,0.45%,53.75M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ALS.TO,Basic Materials,Other Industrial Metals & Mining,Altius Minerals Corporation,EQUITY,success
327,BHC,Bausch Health Companies Inc.,2.81B,7.79,3.66%,14.70B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BHC.TO,Healthcare,Drug Manufacturers - Specialty & Generic,Bausch Health Companies Inc.,EQUITY,success
328,VET,Vermilion Energy Inc.,2.81B,18.23,-0.92%,1.70B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,VET.TO,Energy,Oil & Gas E&P,Vermilion Energy Inc.,EQUITY,success
329,HR.UN,H&R Real Estate Investment Trust,2.79B,10.61,0.76%,879.51M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,HR-UN.TO,Real Estate,REIT - Diversified,H&R Real Estate Investment Trust,EQUITY,success
330,SDE,Spartan Delta Corp.,2.77B,13.67,-0.07%,369.97M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SDE.TO,Energy,Oil & Gas E&P,Spartan Delta Corp.,EQUITY,success
331,PXT,Parex Resources Inc.,2.72B,29.7,4.95%,1.22B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PXT.TO,Energy,Oil & Gas E&P,Parex Resources Inc.,EQUITY,success
332,BDGI,Badger Infrastructure Solutions Ltd.,2.70B,81.83,2.01%,1.20B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BDGI.TO,Industrials,Engineering & Construction,Badger Infrastructure Solutions Ltd.,EQUITY,success
333,CIA,Champion Iron Limited,2.68B,4.775,1.17%,1.78B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CIA.TO,Basic Materials,Steel,Champion Iron Limited,EQUITY,success
334,KEEL,Keel Infrastructure Corp.,2.67B,4.545,3.06%,314.36M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,KEEL.TO,Technology,Information Technology Services,Keel Infrastructure Corp.,EQUITY,success
335,GTWO,G2 Goldfields Inc.,2.66B,10.6,2.81%,1.34M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GTWO.TO,Basic Materials,Gold,G2 Goldfields Inc.,EQUITY,success
336,IE,Ivanhoe Electric Inc.,2.66B,17.23,0.76%,4.45M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,IE.TO,Basic Materials,Copper,Ivanhoe Electric Inc.,EQUITY,success
337,CCA,Cogeco Communications Inc.,2.65B,62.85,-0.19%,2.84B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CCA.TO,Communication Services,Telecom Services,Cogeco Communications Inc.,EQUITY,success
338,LAC,Lithium Americas Corp.,2.62B,7.61,1.06%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LAC.TO,Basic Materials,Other Industrial Metals & Mining,Lithium Americas Corp.,EQUITY,success
339,ABRA,AbraSilver Resource Corp.,2.61B,16.34,0.86%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ABRA.TO,Basic Materials,Other Precious Metals & Mining,AbraSilver Resource Corp.,EQUITY,success
340,SGD,Snowline Gold Corp.,2.60B,14.82,0.07%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SGD.TO,Basic Materials,Gold,Snowline Gold Corp.,EQUITY,success
341,USA,Americas Gold and Silver Corporation,2.60B,7.78,-2.57%,161.70M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,USA.TO,Basic Materials,Other Industrial Metals & Mining,Americas Gold and Silver Corporation,EQUITY,success
342,SIA,Sienna Senior Living Inc.,2.51B,23.91,0.93%,1.00B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SIA.TO,Healthcare,Medical Care Facilities,Sienna Senior Living Inc.,EQUITY,success
343,NFI,NFI Group Inc.,2.51B,21.15,0.43%,4.94B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,NFI.TO,Consumer Cyclical,Auto Manufacturers,NFI Group Inc.,EQUITY,success
344,SXGC,Southern Cross Gold Consolidated Ltd.,2.49B,9.34,0.86%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SXGC.TO,Basic Materials,Gold,Southern Cross Gold Consolidated Ltd.,EQUITY,success
345,RUP,Rupert Resources Ltd.,2.41B,10.19,-0.29%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,RUP.TO,Basic Materials,Gold,Rupert Resources Ltd.,EQUITY,success
346,NWC,The North West Company Inc.,2.38B,49.72,-0.88%,2.60B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,NWC.TO,Consumer Defensive,Grocery Stores,The North West Company Inc.,EQUITY,success
347,WPK,Winpak Ltd.,2.33B,39.98,0.45%,1.55B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,WPK.TO,Consumer Cyclical,Packaging & Containers,Winpak Ltd.,EQUITY,success
348,LAR,Lithium Argentina AG,2.30B,14.35,2.21%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LAR.TO,Basic Materials,Other Industrial Metals & Mining,Lithium Argentina AG,EQUITY,success
349,WTE,Westshore Terminals Investment Corporation,2.21B,35.41,-1.17%,323.00M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,WTE.TO,Industrials,Marine Shipping,Westshore Terminals Investment Corporation,EQUITY,success
350,PMZ.UN,Primaris Real Estate Investment Trust,2.21B,18.94,0.66%,675.29M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PMZ-UN.TO,Real Estate,REIT - Retail,Primaris Real Estate Investment Trust,EQUITY,success
351,SLS,Solaris Resources Inc.,2.21B,13.19,-0.23%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SLS.TO,Basic Materials,Other Precious Metals & Mining,Solaris Resources Inc.,EQUITY,success
352,CJ,Cardinal Energy Ltd.,2.19B,12.43,-0.48%,439.43M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CJ.TO,Energy,Oil & Gas E&P,Cardinal Energy Ltd.,EQUITY,success
353,CNL,Collective Mining Ltd.,2.18B,23.31,-1.02%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CNL.TO,Basic Materials,Gold,Collective Mining Ltd.,EQUITY,success
354,TNZ,Tenaz Energy Corp.,2.14B,65.79,-0.84%,284.13M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TNZ.TO,Energy,Oil & Gas E&P,Tenaz Energy Corp.,EQUITY,success
355,RCH,Richelieu Hardware Ltd.,2.12B,38.67,0.35%,1.99B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,RCH.TO,Industrials,Tools & Accessories,Richelieu Hardware Ltd.,EQUITY,success
356,SIS,Savaria Corporation,2.10B,29.43,1.00%,913.53M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SIS.TO,Industrials,Specialty Industrial Machinery,Savaria Corporation,EQUITY,success
357,TSU,Trisura Group Ltd.,2.09B,44.22,0.50%,3.20B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TSU.TO,Financial Services,Insurance - Specialty,Trisura Group Ltd.,EQUITY,success
358,KMP.UN,Killam Apartment REIT,2.09B,17.15,0.41%,385.63M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,KMP-UN.TO,Real Estate,REIT - Residential,Killam Apartment REIT,EQUITY,success
359,TOY,Spin Master Corp.,2.07B,20.63,0.49%,2.91B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TOY.TO,Consumer Cyclical,Leisure,Spin Master Corp.,EQUITY,success
360,KEL,Kelt Exploration Ltd.,2.06B,10,-2.06%,466.99M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,KEL.TO,Energy,Oil & Gas E&P,Kelt Exploration Ltd.,EQUITY,success
361,MTL,Mullen Group Ltd.,1.97B,20.62,0.34%,2.18B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MTL.TO,Industrials,Trucking,Mullen Group Ltd.,EQUITY,success
362,ALK,Alkane Resources Ltd,1.97B,1.44,1.41%,498.27M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ALK.TO,Basic Materials,Gold,,EQUITY,success
363,CHE.UN,Chemtrade Logistics Income Fund,1.92B,17.2,0.23%,2.00B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CHE-UN.TO,Basic Materials,Chemicals,Chemtrade Logistics Income Fund,EQUITY,success
364,AP.UN,Allied Properties Real Estate Investment Trust,1.85B,9.42,-0.53%,585.67M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AP-UN.TO,Real Estate,REIT - Office,Allied Properties Real Estate Investment Trust,EQUITY,success
365,IIP.UN,InterRent Real Estate Investment Trust,1.84B,13.13,-0.38%,247.48M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,IIP-UN.TO,Real Estate,REIT - Residential,InterRent Real Estate Investment Trust,EQUITY,success
366,LB,Laurentian Bank of Canada,1.81B,40.36,-0.06%,923.23M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LB.TO,Financial Services,Banks - Regional,Laurentian Bank of Canada,EQUITY,success
367,BIR,Birchcliff Energy Ltd.,1.79B,6.49,-0.31%,695.67M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BIR.TO,Energy,Oil & Gas E&P,Birchcliff Energy Ltd.,EQUITY,success
368,LIF,Labrador Iron Ore Royalty Corporation,1.79B,27.52,-1.71%,165.59M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LIF.TO,Basic Materials,Steel,Labrador Iron Ore Royalty Corporation,EQUITY,success
369,LSPD,Lightspeed Commerce Inc.,1.78B,12.84,-1.23%,1.63B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LSPD.TO,Technology,Software - Application,Lightspeed Commerce Inc.,EQUITY,success
370,LNF,Leon's Furniture Limited,1.78B,26.1,1.08%,2.57B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LNF.TO,Consumer Cyclical,Specialty Retail,Leon's Furniture Limited,EQUITY,success
371,AAV,Advantage Energy Ltd.,1.73B,10.33,0.29%,637.01M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AAV.TO,Energy,Oil & Gas E&P,Advantage Energy Ltd.,EQUITY,success
372,IAU,i-80 Gold Corp.,1.71B,2.03,-,130.52M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,IAU.TO,Basic Materials,Gold,i-80 Gold Corp.,EQUITY,success
373,MER,Meren Energy Inc.,1.70B,2.455,-2.19%,770.71M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MER.TO,Energy,Oil & Gas E&P,Meren Energy Inc.,EQUITY,success
374,PD,Precision Drilling Corporation,1.69B,127.96,-1.72%,1.84B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PD.TO,Energy,Oil & Gas Drilling,Precision Drilling Corporation,EQUITY,success
375,MUX,McEwen Inc.,1.65B,27.96,0.47%,270.87M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MUX.TO,Basic Materials,Other Precious Metals & Mining,McEwen Inc.,EQUITY,success
376,VMET,Versamet Royalties Corporation,1.65B,15.21,-0.33%,47.66M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,VMET.TO,Basic Materials,Other Precious Metals & Mining,Versamet Royalties Corporation,EQUITY,success
377,MEQ,Mainstreet Equity Corp.,1.64B,179.29,1.59%,279.56M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MEQ.TO,Real Estate,Real Estate Services,Mainstreet Equity Corp.,EQUITY,success
378,AIF,Altus Group Limited,1.64B,44.92,-1.30%,502.89M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AIF.TO,Real Estate,Real Estate Services,Altus Group Limited,EQUITY,success
379,SPB,Superior Plus Corp.,1.60B,7.48,0.27%,3.37B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SPB.TO,Utilities,Utilities - Regulated Gas,Superior Plus Corp.,EQUITY,success
380,VZLA,Vizsla Silver Corp.,1.60B,4.48,-1.97%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,VZLA.TO,Basic Materials,Other Industrial Metals & Mining,Vizsla Silver Corp.,EQUITY,success
381,NDM,Northern Dynasty Minerals Ltd.,1.58B,2.81,-0.35%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,NDM.TO,Basic Materials,Other Industrial Metals & Mining,Northern Dynasty Minerals Ltd.,EQUITY,success
382,RGSI,Rockpoint Gas Storage Inc.,1.56B,29.39,0.03%,541.46M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,RGSI.TO,Utilities,Utilities - Regulated Gas,,EQUITY,success
383,SVI,StorageVault Canada Inc.,1.56B,4.28,0.23%,344.00M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SVI.TO,Real Estate,Real Estate Services,StorageVault Canada Inc.,EQUITY,success
384,HSLV,Highlander Silver Corp.,1.53B,7.64,1.60%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,HSLV.TO,Basic Materials,Silver,Highlander Silver Corp.,EQUITY,success
385,LAS.A,Lassonde Industries Inc.,1.52B,223.52,-,2.93B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LAS-A.TO,Consumer Defensive,Beverages - Non-Alcoholic,Lassonde Industries Inc.,EQUITY,success
386,ELE,Elemental Royalty Corporation,1.50B,23.38,1.96%,59.84M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ELE.TO,Basic Materials,Other Precious Metals & Mining,Elemental Royalty Corporation,EQUITY,success
387,TCW,Trican Well Service Ltd.,1.50B,7.14,0.14%,1.10B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TCW.TO,Energy,Oil & Gas Equipment & Services,Trican Well Service Ltd.,EQUITY,success
388,ASCU,Arizona Sonoran Copper Company Inc.,1.50B,7.33,2.37%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ASCU.TO,Basic Materials,Copper,Arizona Sonoran Copper Company Inc.,EQUITY,success
389,GOOS,Canada Goose Holdings Inc.,1.47B,15.55,2.50%,1.46B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GOOS.TO,Consumer Cyclical,Apparel Manufacturing,Canada Goose Holdings Inc.,EQUITY,success
390,MSA,Mineros S.A.,1.47B,5.03,1.62%,1.10B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MSA.TO,Basic Materials,Gold,Mineros S.A.,EQUITY,success
391,ASM,Avino Silver & Gold Mines Ltd.,1.45B,8.58,-0.46%,126.45M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ASM.TO,Basic Materials,Other Precious Metals & Mining,Avino Silver & Gold Mines Ltd.,EQUITY,success
392,NUAG,New Pacific Metals Corp.,1.44B,7.9,1.02%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,NUAG.TO,Basic Materials,Silver,New Pacific Metals Corp.,EQUITY,success
393,MAL,Magellan Aerospace Corporation,1.44B,25.1,-0.28%,1.04B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MAL.TO,Industrials,Aerospace & Defense,Magellan Aerospace Corporation,EQUITY,success
394,VLE,Valeura Energy Inc.,1.44B,13.41,-0.89%,817.90M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,VLE.TO,Energy,Oil & Gas E&P,Valeura Energy Inc.,EQUITY,success
395,RIO,Rio2 Limited,1.40B,2.57,-,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,RIO.TO,Basic Materials,Gold,Rio2 Limited,EQUITY,success
396,PET,Pet Valu Holdings Ltd.,1.40B,20.61,0.73%,1.18B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PET.TO,Consumer Cyclical,Specialty Retail,Pet Valu Holdings Ltd.,EQUITY,success
397,JWEL,Jamieson Wellness Inc.,1.39B,33.87,0.74%,822.06M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,JWEL.TO,Consumer Defensive,Packaged Foods,Jamieson Wellness Inc.,EQUITY,success
398,CFP,Canfor Corporation,1.38B,11.87,0.81%,5.34B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CFP.TO,Basic Materials,Lumber & Wood Production,Canfor Corporation,EQUITY,success
399,VITL.UN,Vital Infrastructure Property Trust,1.37B,5.47,-1.26%,458.16M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,VITL-UN.TO,Real Estate,REIT - Healthcare Facilities,Vital Infrastructure Property Trust,EQUITY,success
400,CRON,Cronos Group Inc.,1.37B,3.65,0.55%,200.99M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CRON.TO,Healthcare,Drug Manufacturers - Specialty & Generic,Cronos Group Inc.,EQUITY,success
401,BLDP,Ballard Power Systems Inc.,1.35B,5.47,21.83%,136.25M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BLDP.TO,Industrials,Electrical Equipment & Parts,Ballard Power Systems Inc.,EQUITY,success
402,OBE,Obsidian Energy Ltd.,1.33B,19.02,-3.21%,540.80M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,OBE.TO,Energy,Oil & Gas E&P,Obsidian Energy Ltd.,EQUITY,success
403,FDY,Faraday Copper Corp.,1.31B,4.57,1.33%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FDY.TO,Basic Materials,Copper,Faraday Copper Corp.,EQUITY,success
404,FFM,FireFly Metals Ltd,1.31B,1.8,-,9.25M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FFM.TO,Basic Materials,Other Industrial Metals & Mining,,EQUITY,success
405,SOIL,Saturn Oil & Gas Inc.,1.30B,7.04,-1.95%,881.65M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SOIL.TO,Energy,Oil & Gas E&P,Saturn Oil & Gas Inc.,EQUITY,success
406,ORE,Orezone Gold Corporation,1.30B,1.99,2.05%,516.40M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ORE.TO,Basic Materials,Gold,Orezone Gold Corporation,EQUITY,success
407,SFC,Sagicor Financial Company Ltd.,1.29B,9.49,-0.11%,1.97B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SFC.TO,Financial Services,Insurance - Life,Sagicor Financial Company Ltd.,EQUITY,success
408,MRC,Morguard Corporation,1.28B,120.15,-0.29%,1.12B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MRC.TO,Real Estate,Real Estate - Diversified,Morguard Corporation,EQUITY,success
409,MDI,Major Drilling Group International Inc.,1.26B,15.53,1.11%,842.94M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MDI.TO,Basic Materials,Other Industrial Metals & Mining,Major Drilling Group International Inc.,EQUITY,success
410,LMCU,Lumina Metals Corp.,1.23B,11.38,-8.23%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LMCU.TO,Basic Materials,Other Industrial Metals & Mining,,EQUITY,success
